Lote,Tn/Ha,Texto breve material,Rango
L1079B,12.0,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1080A,15.0,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1080B,16.4,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1081,19.4,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], EMAMECTIN BENZOATO [EMACTIN 5% SG], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1082,14.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], EMAMECTIN BENZOATO [EMACTIN 5% SG], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1083,12.1,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1084,20.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1085,22.7,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1086,22.4,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1087,17.9,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1088A,14.7,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], DINOTEFURAN [STRICTO], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], FRUTIZOL 25% SC [PACLOBUTRAZOL 25%], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",Menor a 15
L1088B,19.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], FRUTIZOL 25% SC [PACLOBUTRAZOL 25%], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",15 a 20
L1089,24.8,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], FRUTIZOL 25% SC [PACLOBUTRAZOL 25%], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1090,23.3,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], FRUTIZOL 25% SC [PACLOBUTRAZOL 25%], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1091,21.5,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], FRUTIZOL 25% SC [PACLOBUTRAZOL 25%], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU]",21 o más
L1092,11.2,"ABAMECTINA 1.8% CE [BAMECTIN], ACAPROX [CaO 8% + SIO2 5%], ACEITE DE CANELA 20% [CROPS CANELA], ACEITE DE PESCADO [BIOIL-S/ENHANCE], ACEITE MINERAL [ARGENFRUT SUPREME GREEN], ACETAMIPRID 20% [GLADIADOR], ALGAEX-AGRO PREMIUM+SILICIO [ALG MARINA], ALGASIL [SIO2 21% + K2O 9%], AMINOTERRA [AMIN 14%+MAT ORG 15%], AZOXYSTROBIN+DIFENOCONAZ [TRONKAL], BACILLUS THURING KURST [BTK-CROPS], CALCI-B [CA 12%+B 1%+ N 8.8%], CITOBLOOM 2.4 [CITOQUININA 2.4%], EMAMECTIN BENZOATO [EMACTIN 5% SG], ESENFOL CaB ZINC [CA 14%+B 1.4%+ ZN 2%], ETOXAZOL 11% [ACARISIL 110 SC], EXTR VEGETAL+ACIDO URONICO [LICTHOR], FLUDIOXONIL+CIPRODINIL [CYFLUNIL], FRUTIZOL 25% SC [PACLOBUTRAZOL 25%], GLIFOSATO 48% [EMBATE 480 SL], HIPOCLORITO SODIO 5%, HYMEXAZOL [TACHIGAREN], KELPURA [ECKLONIA MAXIMA 6.5%], KEYLATE BORO [BORO 9% P/P], MICROCAT ZINC [AMIN 2.5% + ZN 10%], PHYLGREEN [EXTR D/ALGAS], POLIMETILSILOXANO [MAXI COVER], POTENSIL [POLIMERO DE SILICIO 80%], PRESSOR [PACLOBUTRAZOL 25%], PYRACLOSTROBIN 25% [DOGMA], PYRIPROXYFEN 10% [CHUNGAR], PYRIPROXYFEN 10% [EPINGLE 10 EC], SPINOSAD [GF-120], SULFOXAFLOR 24% [CLOSER 240 SC], THIABENDAZOLE 50% [BONUM], TRISILOXANE ETHOXILATE [FAST THRU], X-CYTE [CITOQUININA 0.04%]",Menor a 15
